Name,University,Course,Intake,Status,GRE,English Test,English Score,CGPA,Work Experience,
Radhika26,Syracuse University,Management Information System,Fall 2018 ,Applied,308,TOEFL,93,7.8 CGPA ,26 months,
BhavAce,Syracuse University,Management Information System,Fall 2018 ,Applied,312,TOEFL,113,10 CGPA ,NA,
shreyadumbre 23,Syracuse University,Management Information System,Fall 2018 ,Applied,311,TOEFL,106,68.23%,19 months,
Saikumar91,Syracuse University,Management Information System,Fall 2018 ,Applied,297,TOEFL,81,62%,46 months,
Nishigandha,Syracuse University,Management Information System,Fall 2019 ,Admit,N.A. ,ENG TEST,NA ,65.30%,18 months,
amruthamandadi,Syracuse University,Management Information System,Fall 2018 ,Admit,306,TOEFL,97,73%,42 months,
viraj1331,Syracuse University,Management Information System,Fall 2018 ,Admit,317,IELTS,7,63.70%,1 month,
Aishwarya S,Syracuse University,Management Information System,Fall 2018 ,Admit,300,TOEFL,88,8.18 CGPA ,24 months,
priyankaguha36,Syracuse University,Management Information System,Fall 2018 ,Admit,N.A. ,TOEFL,90,82%,48 months,
SagarMulani,Syracuse University,Management Information System,Fall 2018 ,Admit,308,TOEFL,99,65%,19 months,
hrgupta,Syracuse University,Management Information System,Fall 2018 ,Admit,310,TOEFL,107,7.39 CGPA ,14 months,
ParthMehta,Syracuse University,Management Information System,Fall 2018 ,Admit,314,TOEFL,106,9.15 CGPA ,NA,
AkRel,Syracuse University,Management Information System,Fall 2018 ,Admit,302,TOEFL,101,65%,30 months,
adi1993,Syracuse University,Management Information System,Fall 2018 ,Admit,303,TOEFL,94,7.37 CGPA ,27 months,
KrithikaCT,Syracuse University,Management Information System,Fall 2018 ,Admit,301,TOEFL,0,80.12%,60 months,
aditi15,Syracuse University,Management Information System,Fall 2018 ,Admit,310,TOEFL,0,79.70%,36 months,
DrashtiShah,Syracuse University,Management Information System,Fall 2018 ,Admit,308,TOEFL,95,3.5 CGPA ,3 months,
ArthiAbilasha,Syracuse University,Management Information System,Fall 2018 ,Admit,302,IELTS,0,7.3 CGPA ,1 month,
Kripesh,Syracuse University,Management Information System,Fall 2018 ,Admit,304,TOEFL,96,7.87 CGPA ,12 months,
rshetty,Syracuse University,Management Information System,Fall 2018 ,Admit,307,TOEFL,111,7.6 CGPA ,NA,
Hemangjalali,Syracuse University,Management Information System,Fall 2018 ,Admit,307,TOEFL,94,79%,37 months,
ishan147,Syracuse University,Management Information System,Fall 2018 ,Admit,312,TOEFL,104,8.7 CGPA ,20 months,
kumar007,Syracuse University,Management Information System,Fall 2018 ,Admit,307,ENG TEST,NA ,65%,40 months,
AbhinavSharma0794,Syracuse University,Management Information System,Fall 2018 ,Admit,319,TOEFL,114,6.71 CGPA ,14 months,
arpita103,Syracuse University,Management Information System,Fall 2018 ,Reject,300,TOEFL,93,69.40%,82 months,
Ajay94,Syracuse University,Management Information System,Fall 2018 ,Reject,302,TOEFL,86,65.37%,27 months,
aparikh4,Syracuse University,Management Information System,Fall 2018 ,Reject,308,TOEFL,89,7.5 CGPA ,32 months,
Setu04,Syracuse University,Management Information System,Fall 2018 ,Reject,308,TOEFL,102,7.09 CGPA ,NA,
MAnkeerat,Syracuse University,Management Information System,Fall 2018 ,Reject,300,TOEFL,99,7.14 CGPA ,39 months,
akshat95,Syracuse University,Management Information System,Fall 2018 ,Reject,309,TOEFL,0,7.41 CGPA ,17 months,
Rushikesh420,Syracuse University,Management Information System,Fall 2018 ,Reject,298,TOEFL,0,57.43%,6 months,
Pratik Kadi,Syracuse University,Management Information System,Fall 2018 ,Reject,302,TOEFL,81,56.99%,42 months,
shub23,Syracuse University,Management Information System,Fall 2018 ,Reject,305,TOEFL,0,6.82 CGPA ,3 months,
RuchiNiwalkar,Syracuse University,Management Information System,Fall 2018 ,Reject,302,TOEFL,97,65%,27 months,
Snehaw,Syracuse University,Management Information System,Fall 2018 ,Reject,299,TOEFL,97,72.30%,48 months,
Jayeshiyer,Syracuse University,Management Information System,Fall 2018 ,Reject,307,IELTS,7,54%,31 months,
JayPatel8394,Syracuse University,Management Information System,Fall 2018 ,Reject,297,TOEFL,99,55.81%,24 months,
@mihir,Syracuse University,Management Information System,Fall 2018 ,Reject,305,TOEFL,98,50.22%,17 months,
HardikSoni,Syracuse University,Management Information System,Fall 2018 ,Reject,296,TOEFL,93,64.30%,64 months,
Mansi003,Syracuse University,Management Information System,Fall 2018 ,Reject,300,TOEFL,90,7 CGPA ,12 months,
srishti1995,Syracuse University,Management Information System,Fall 2018 ,Reject,297,TOEFL,88,81%,20 months,
kenil,Syracuse University,Management Information System,Fall 2018 ,Reject,323,TOEFL,110,8.55 CGPA ,NA,
Sandyyy,Syracuse University,Management Information System,Fall 2018 ,Reject,305,ENG TEST,NA ,8.5 CGPA ,6 months,
Alloy,Syracuse University,Management Information System,Fall 2018 ,Reject,302,IELTS,7,8.22 CGPA ,8 months,
aishwaryacraj,Syracuse University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.78 CGPA ,1 month,
prizzy,Syracuse University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,6.75 CGPA ,16 months,
prasoons075,Syracuse University,Management Information System,Spring 2019 ,Interested,304,ENG TEST,NA ,74%,24 months,
lokesh2334,Syracuse University,Management Information System,Spring 2019 ,Interested,295,TOEFL,93,54%,41 months,
vivekku9944,Syracuse University,Management Information System,Fall 2018 ,Interested,293,TOEFL,82,55%,22 months,
Arpi99,Syracuse University,Management Information System,Spring 2019 ,Interested,281,IELTS,6.5,74%,60 months,
JashKT,Syracuse University,Management Information System,Fall 2019 ,Interested,316,ENG TEST,NA ,9 CGPA ,12 months,
rajesh020393,Syracuse University,Management Information System,Spring 2019 ,Interested,295,IELTS,6,6.7 CGPA ,24 months,
ratnamandava,Syracuse University,Management Information System,Fall 2019 ,Interested,322,ENG TEST,NA ,6.45 CGPA ,1 month,
SonalPDas,Syracuse University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.7 CGPA ,60 months,
aastha1897,Syracuse University,Management Information System,Spring 2019 ,Interested,312,IELTS,7.5,7.9 CGPA ,NA,
kiniaditya,Syracuse University,Management Information System,Fall 2019 ,Interested,305,IELTS,7,8.11 CGPA ,NA,
priyabalaji,Syracuse University,Management Information System,Fall 2019 ,Interested, N.A. ,IELTS,7.5,7.35 CGPA ,NA,
Venkateshsivakumar,Syracuse University,Management Information System,Spring 2019 ,Interested,296,TOEFL,81,7.37 CGPA ,43 months,
sidd1694,Syracuse University,Management Information System,Spring 2019 ,Interested,316,IELTS,7.5,69.50%,28 months,
kewalc,Syracuse University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,58%,NA,
sisirchinferno,Syracuse University,Management Information System,Spring 2019 ,Interested,308,TOEFL,100,6.47 CGPA ,38 months,
pranavtiwari,Syracuse University,Management Information System,Fall 2019 ,Interested,319,TOEFL,100,62.47%,12 months,
diviraj,Syracuse University,Management Information System,Spring 2019 ,Interested,303,TOEFL,103,9 CGPA ,2 months,
ItzAyush,Syracuse University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.6 CGPA ,24 months,
Name,University,Year,Status,GRE,GRE_SCORE,Eng_test,Test_score,Undergrad,Undergrad_score,work_ex
arpita103,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,93,UNDERGRAD,69.40%,82 months
Ajay94,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,86,UNDERGRAD,65.37%,27 months
aparikh4,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,308,TOEFL,89,UNDERGRAD,7.5 CGPA ,32 months
Setu04,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,308,TOEFL,102,UNDERGRAD,7.09 CGPA ,NA
MAnkeerat,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,99,UNDERGRAD,7.14 CGPA ,39 months
akshat95,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,309,TOEFL,0,UNDERGRAD,7.41 CGPA ,17 months
Rushikesh420,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,298,TOEFL,0,UNDERGRAD,57.43%,6 months
Pratik Kadi,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,81,UNDERGRAD,56.99%,42 months
shub23,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,TOEFL,0,UNDERGRAD,6.82 CGPA ,3 months
RuchiNiwalkar,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,97,UNDERGRAD,65%,27 months
Snehaw,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,299,TOEFL,97,UNDERGRAD,72.30%,48 months
Jayeshiyer,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,307,IELTS,7,UNDERGRAD,54%,31 months
JayPatel8394,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,297,TOEFL,99,UNDERGRAD,55.81%,24 months
@mihir,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,TOEFL,98,UNDERGRAD,50.22%,17 months
HardikSoni,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,296,TOEFL,93,UNDERGRAD,64.30%,64 months
Mansi003,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,90,UNDERGRAD,7 CGPA ,12 months
srishti1995,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,297,TOEFL,88,UNDERGRAD,81%,20 months
kenil,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,323,TOEFL,110,UNDERGRAD,8.55 CGPA ,NA
Sandyyy,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,ENG TEST,NA ,UNDERGRAD,8.5 CGPA ,6 months
Alloy,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,IELTS,7,UNDERGRAD,8.22 CGPA ,8 months
arpita103,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,93,UNDERGRAD,69.40%,82 months
Ajay94,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,86,UNDERGRAD,65.37%,27 months
aparikh4,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,308,TOEFL,89,UNDERGRAD,7.5 CGPA ,32 months
Setu04,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,308,TOEFL,102,UNDERGRAD,7.09 CGPA ,NA
MAnkeerat,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,99,UNDERGRAD,7.14 CGPA ,39 months
akshat95,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,309,TOEFL,0,UNDERGRAD,7.41 CGPA ,17 months
Rushikesh420,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,298,TOEFL,0,UNDERGRAD,57.43%,6 months
Pratik Kadi,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,81,UNDERGRAD,56.99%,42 months
shub23,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,TOEFL,0,UNDERGRAD,6.82 CGPA ,3 months
RuchiNiwalkar,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,97,UNDERGRAD,65%,27 months
Snehaw,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,299,TOEFL,97,UNDERGRAD,72.30%,48 months
Jayeshiyer,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,307,IELTS,7,UNDERGRAD,54%,31 months
JayPatel8394,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,297,TOEFL,99,UNDERGRAD,55.81%,24 months
@mihir,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,TOEFL,98,UNDERGRAD,50.22%,17 months
HardikSoni,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,296,TOEFL,93,UNDERGRAD,64.30%,64 months
Mansi003,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,90,UNDERGRAD,7 CGPA ,12 months
srishti1995,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,297,TOEFL,88,UNDERGRAD,81%,20 months
kenil,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,323,TOEFL,110,UNDERGRAD,8.55 CGPA ,NA
Sandyyy,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,ENG TEST,NA ,UNDERGRAD,8.5 CGPA ,6 months
Alloy,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,IELTS,7,UNDERGRAD,8.22 CGPA ,8 months
arpita103,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,93,UNDERGRAD,69.40%,82 months
Ajay94,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,86,UNDERGRAD,65.37%,27 months
aparikh4,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,308,TOEFL,89,UNDERGRAD,7.5 CGPA ,32 months
Setu04,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,308,TOEFL,102,UNDERGRAD,7.09 CGPA ,NA
MAnkeerat,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,99,UNDERGRAD,7.14 CGPA ,39 months
akshat95,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,309,TOEFL,0,UNDERGRAD,7.41 CGPA ,17 months
Rushikesh420,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,298,TOEFL,0,UNDERGRAD,57.43%,6 months
Pratik Kadi,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,81,UNDERGRAD,56.99%,42 months
shub23,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,TOEFL,0,UNDERGRAD,6.82 CGPA ,3 months
RuchiNiwalkar,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,97,UNDERGRAD,65%,27 months
Snehaw,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,299,TOEFL,97,UNDERGRAD,72.30%,48 months
Jayeshiyer,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,307,IELTS,7,UNDERGRAD,54%,31 months
JayPatel8394,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,297,TOEFL,99,UNDERGRAD,55.81%,24 months
@mihir,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,TOEFL,98,UNDERGRAD,50.22%,17 months
HardikSoni,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,296,TOEFL,93,UNDERGRAD,64.30%,64 months
Mansi003,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,90,UNDERGRAD,7 CGPA ,12 months
srishti1995,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,297,TOEFL,88,UNDERGRAD,81%,20 months
kenil,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,323,TOEFL,110,UNDERGRAD,8.55 CGPA ,NA
Sandyyy,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,ENG TEST,NA ,UNDERGRAD,8.5 CGPA ,6 months
Alloy,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,IELTS,7,UNDERGRAD,8.22 CGPA ,8 months
arpita103,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,93,UNDERGRAD,69.40%,82 months
Ajay94,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,86,UNDERGRAD,65.37%,27 months
aparikh4,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,308,TOEFL,89,UNDERGRAD,7.5 CGPA ,32 months
Setu04,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,308,TOEFL,102,UNDERGRAD,7.09 CGPA ,NA
MAnkeerat,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,99,UNDERGRAD,7.14 CGPA ,39 months
akshat95,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,309,TOEFL,0,UNDERGRAD,7.41 CGPA ,17 months
Rushikesh420,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,298,TOEFL,0,UNDERGRAD,57.43%,6 months
Pratik Kadi,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,81,UNDERGRAD,56.99%,42 months
shub23,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,TOEFL,0,UNDERGRAD,6.82 CGPA ,3 months
RuchiNiwalkar,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,97,UNDERGRAD,65%,27 months
Snehaw,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,299,TOEFL,97,UNDERGRAD,72.30%,48 months
Jayeshiyer,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,307,IELTS,7,UNDERGRAD,54%,31 months
JayPatel8394,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,297,TOEFL,99,UNDERGRAD,55.81%,24 months
@mihir,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,TOEFL,98,UNDERGRAD,50.22%,17 months
HardikSoni,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,296,TOEFL,93,UNDERGRAD,64.30%,64 months
Mansi003,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,90,UNDERGRAD,7 CGPA ,12 months
srishti1995,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,297,TOEFL,88,UNDERGRAD,81%,20 months
kenil,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,323,TOEFL,110,UNDERGRAD,8.55 CGPA ,NA
Sandyyy,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,ENG TEST,NA ,UNDERGRAD,8.5 CGPA ,6 months
Alloy,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,IELTS,7,UNDERGRAD,8.22 CGPA ,8 months
arpita103,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,93,UNDERGRAD,69.40%,82 months
Ajay94,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,86,UNDERGRAD,65.37%,27 months
aparikh4,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,308,TOEFL,89,UNDERGRAD,7.5 CGPA ,32 months
Setu04,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,308,TOEFL,102,UNDERGRAD,7.09 CGPA ,NA
MAnkeerat,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,99,UNDERGRAD,7.14 CGPA ,39 months
akshat95,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,309,TOEFL,0,UNDERGRAD,7.41 CGPA ,17 months
Rushikesh420,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,298,TOEFL,0,UNDERGRAD,57.43%,6 months
Pratik Kadi,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,81,UNDERGRAD,56.99%,42 months
shub23,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,TOEFL,0,UNDERGRAD,6.82 CGPA ,3 months
RuchiNiwalkar,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,302,TOEFL,97,UNDERGRAD,65%,27 months
Snehaw,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,299,TOEFL,97,UNDERGRAD,72.30%,48 months
Jayeshiyer,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,307,IELTS,7,UNDERGRAD,54%,31 months
JayPatel8394,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,297,TOEFL,99,UNDERGRAD,55.81%,24 months
@mihir,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,305,TOEFL,98,UNDERGRAD,50.22%,17 months
HardikSoni,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,296,TOEFL,93,UNDERGRAD,64.30%,64 months
Mansi003,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,300,TOEFL,90,UNDERGRAD,7 CGPA ,12 months
srishti1995,Syracuse University Management Information System,Fall 2018 ,Reject,GRE,297,TOEFL,88,UNDERGRAD,81%,20 months
