Name,University,Course,Intake,Status,GRE,English Test,English Score,CGPA,Work Experience,
kau,University at Buffalo SUNY,Management Information System,Fall 2018 ,Reject,307,ENG TEST,NA ,7.5 CGPA ,4 months,
5amuel,University at Buffalo SUNY,Management Information System,Fall 2018 ,Reject,312,TOEFL,110,6.8 CGPA ,60 months,
abhishek1412,University at Buffalo SUNY,Management Information System,Fall 2018 ,Reject,308,TOEFL,90,69%,54 months,
sharad83pz,University at Buffalo SUNY,Management Information System,Fall 2018 ,Reject,305,TOEFL,98,74.12%,34 months,
div0724,University at Buffalo SUNY,Management Information System,Fall 2018 ,Reject,308,TOEFL,100,64%,29 months,
Giridhar312,University at Buffalo SUNY,Management Information System,Fall 2018 ,Reject,311,IELTS,7,7.74 CGPA ,25 months,
viky94,University at Buffalo SUNY,Management Information System,Fall 2018 ,Reject,301,TOEFL,84,7.67 CGPA ,50 months,
aishwaryacraj,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.78 CGPA ,1 month,
lalit_mohan,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7.2 CGPA ,29 months,
Sree19961996,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.1 CGPA ,NA,
Arun Bajoji,University at Buffalo SUNY,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,62%,NA,
Shubham Agarwal,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,310,ENG TEST,NA ,6.8 CGPA ,23 months,
pranay1996,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,310,TOEFL,99,6.48 CGPA ,12 months,
Apoorva171996,University at Buffalo SUNY,Management Information System,Spring 2019 ,Interested,302,TOEFL,100,71%,NA,
PrachiTembhekar,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,290,ENG TEST,NA ,76%,NA,
Kaityln,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,N.A. ,IELTS,8,7.4 CGPA ,12 months,
ManeeshMettu,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,315,TOEFL,112,8.3 CGPA ,12 months,
Shreyaschaudhari,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,6.8 CGPA ,1 month,
aviralpushkarna,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,318,ENG TEST,NA ,7.71 CGPA ,NA,
nidhi-badde,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,65%,12 months,
SarthakA,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7.81 CGPA ,1 month,
Himuuu,University at Buffalo SUNY,Management Information System,Fall 2018 ,Interested,309,TOEFL,100,7.2 CGPA ,1 month,
priyabalaji,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,N.A. ,IELTS,7.5,7.35 CGPA ,NA,
shivani10397,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7.02 CGPA ,NA,
Dishu31,University at Buffalo SUNY,Management Information System,Fall 2019 ,Interested,315,TOEFL,100,7.54 CGPA ,NA,
AATIK1993,University at Buffalo SUNY,Management Information System,Fall 2018 ,Interested,306,IELTS,8,71.40%,20 months,
nidhipriya1993,University at Buffalo SUNY,Management Information System,Spring 2019 ,Interested,298,TOEFL,90,9.12 CGPA ,24 months,
amruthamandadi,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,306,TOEFL,97,UNDERGRAD,73%,42 months
viraj1331,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,317,IELTS,7,UNDERGRAD,63.70%,1 month
Aishwarya S,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,300,TOEFL,88,UNDERGRAD,8.18 CGPA ,24 months
priyankaguha36,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,N.A. ,TOEFL,90,UNDERGRAD,82%,48 months
SagarMulani,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,99,UNDERGRAD,65%,19 months
hrgupta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,107,UNDERGRAD,7.39 CGPA ,14 months
ParthMehta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,314,TOEFL,106,UNDERGRAD,9.15 CGPA ,NA
AkRel,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,TOEFL,101,UNDERGRAD,65%,30 months
adi1993,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,303,TOEFL,94,UNDERGRAD,7.37 CGPA ,27 months
KrithikaCT,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,301,TOEFL,0,UNDERGRAD,80.12%,60 months
aditi15,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,0,UNDERGRAD,79.70%,36 months
DrashtiShah,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,95,UNDERGRAD,3.5 CGPA ,3 months
ArthiAbilasha,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,IELTS,0,UNDERGRAD,7.3 CGPA ,1 month
Kripesh,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,304,TOEFL,96,UNDERGRAD,7.87 CGPA ,12 months
rshetty,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,111,UNDERGRAD,7.6 CGPA ,NA
Hemangjalali,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,94,UNDERGRAD,79%,37 months
ishan147,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,312,TOEFL,104,UNDERGRAD,8.7 CGPA ,20 months
kumar007,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,ENG TEST,NA ,UNDERGRAD,65%,40 months
AbhinavSharma0794,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,319,TOEFL,114,UNDERGRAD,6.71 CGPA ,14 months
Nishigandha,Syracuse University Management Information System,Fall 2019 ,Admit,GRE,N.A. ,ENG TEST,NA ,UNDERGRAD,65.30%,18 months
viraj1331,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,317,IELTS,7,UNDERGRAD,63.70%,1 month
Aishwarya S,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,300,TOEFL,88,UNDERGRAD,8.18 CGPA ,24 months
priyankaguha36,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,N.A. ,TOEFL,90,UNDERGRAD,82%,48 months
SagarMulani,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,99,UNDERGRAD,65%,19 months
hrgupta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,107,UNDERGRAD,7.39 CGPA ,14 months
ParthMehta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,314,TOEFL,106,UNDERGRAD,9.15 CGPA ,NA
AkRel,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,TOEFL,101,UNDERGRAD,65%,30 months
adi1993,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,303,TOEFL,94,UNDERGRAD,7.37 CGPA ,27 months
KrithikaCT,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,301,TOEFL,0,UNDERGRAD,80.12%,60 months
aditi15,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,0,UNDERGRAD,79.70%,36 months
DrashtiShah,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,95,UNDERGRAD,3.5 CGPA ,3 months
ArthiAbilasha,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,IELTS,0,UNDERGRAD,7.3 CGPA ,1 month
Kripesh,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,304,TOEFL,96,UNDERGRAD,7.87 CGPA ,12 months
rshetty,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,111,UNDERGRAD,7.6 CGPA ,NA
Hemangjalali,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,94,UNDERGRAD,79%,37 months
ishan147,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,312,TOEFL,104,UNDERGRAD,8.7 CGPA ,20 months
kumar007,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,ENG TEST,NA ,UNDERGRAD,65%,40 months
AbhinavSharma0794,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,319,TOEFL,114,UNDERGRAD,6.71 CGPA ,14 months
Nishigandha,Syracuse University Management Information System,Fall 2019 ,Admit,GRE,N.A. ,ENG TEST,NA ,UNDERGRAD,65.30%,18 months
amruthamandadi,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,306,TOEFL,97,UNDERGRAD,73%,42 months
Aishwarya S,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,300,TOEFL,88,UNDERGRAD,8.18 CGPA ,24 months
priyankaguha36,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,N.A. ,TOEFL,90,UNDERGRAD,82%,48 months
SagarMulani,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,99,UNDERGRAD,65%,19 months
hrgupta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,107,UNDERGRAD,7.39 CGPA ,14 months
ParthMehta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,314,TOEFL,106,UNDERGRAD,9.15 CGPA ,NA
AkRel,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,TOEFL,101,UNDERGRAD,65%,30 months
adi1993,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,303,TOEFL,94,UNDERGRAD,7.37 CGPA ,27 months
KrithikaCT,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,301,TOEFL,0,UNDERGRAD,80.12%,60 months
aditi15,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,0,UNDERGRAD,79.70%,36 months
DrashtiShah,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,95,UNDERGRAD,3.5 CGPA ,3 months
ArthiAbilasha,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,IELTS,0,UNDERGRAD,7.3 CGPA ,1 month
Kripesh,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,304,TOEFL,96,UNDERGRAD,7.87 CGPA ,12 months
rshetty,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,111,UNDERGRAD,7.6 CGPA ,NA
Hemangjalali,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,94,UNDERGRAD,79%,37 months
ishan147,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,312,TOEFL,104,UNDERGRAD,8.7 CGPA ,20 months
kumar007,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,ENG TEST,NA ,UNDERGRAD,65%,40 months
AbhinavSharma0794,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,319,TOEFL,114,UNDERGRAD,6.71 CGPA ,14 months
Nishigandha,Syracuse University Management Information System,Fall 2019 ,Admit,GRE,N.A. ,ENG TEST,NA ,UNDERGRAD,65.30%,18 months
amruthamandadi,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,306,TOEFL,97,UNDERGRAD,73%,42 months
viraj1331,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,317,IELTS,7,UNDERGRAD,63.70%,1 month
priyankaguha36,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,N.A. ,TOEFL,90,UNDERGRAD,82%,48 months
SagarMulani,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,99,UNDERGRAD,65%,19 months
hrgupta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,107,UNDERGRAD,7.39 CGPA ,14 months
ParthMehta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,314,TOEFL,106,UNDERGRAD,9.15 CGPA ,NA
AkRel,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,TOEFL,101,UNDERGRAD,65%,30 months
adi1993,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,303,TOEFL,94,UNDERGRAD,7.37 CGPA ,27 months
KrithikaCT,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,301,TOEFL,0,UNDERGRAD,80.12%,60 months
aditi15,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,0,UNDERGRAD,79.70%,36 months
DrashtiShah,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,95,UNDERGRAD,3.5 CGPA ,3 months
ArthiAbilasha,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,IELTS,0,UNDERGRAD,7.3 CGPA ,1 month
Kripesh,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,304,TOEFL,96,UNDERGRAD,7.87 CGPA ,12 months
rshetty,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,111,UNDERGRAD,7.6 CGPA ,NA
Hemangjalali,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,94,UNDERGRAD,79%,37 months
ishan147,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,312,TOEFL,104,UNDERGRAD,8.7 CGPA ,20 months
kumar007,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,ENG TEST,NA ,UNDERGRAD,65%,40 months
AbhinavSharma0794,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,319,TOEFL,114,UNDERGRAD,6.71 CGPA ,14 months
Nishigandha,Syracuse University Management Information System,Fall 2019 ,Admit,GRE,N.A. ,ENG TEST,NA ,UNDERGRAD,65.30%,18 months
amruthamandadi,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,306,TOEFL,97,UNDERGRAD,73%,42 months
viraj1331,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,317,IELTS,7,UNDERGRAD,63.70%,1 month
Aishwarya S,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,300,TOEFL,88,UNDERGRAD,8.18 CGPA ,24 months
SagarMulani,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,99,UNDERGRAD,65%,19 months
hrgupta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,107,UNDERGRAD,7.39 CGPA ,14 months
ParthMehta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,314,TOEFL,106,UNDERGRAD,9.15 CGPA ,NA
AkRel,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,TOEFL,101,UNDERGRAD,65%,30 months
adi1993,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,303,TOEFL,94,UNDERGRAD,7.37 CGPA ,27 months
KrithikaCT,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,301,TOEFL,0,UNDERGRAD,80.12%,60 months
aditi15,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,0,UNDERGRAD,79.70%,36 months
DrashtiShah,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,95,UNDERGRAD,3.5 CGPA ,3 months
ArthiAbilasha,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,IELTS,0,UNDERGRAD,7.3 CGPA ,1 month
Kripesh,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,304,TOEFL,96,UNDERGRAD,7.87 CGPA ,12 months
rshetty,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,111,UNDERGRAD,7.6 CGPA ,NA
Hemangjalali,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,94,UNDERGRAD,79%,37 months
ishan147,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,312,TOEFL,104,UNDERGRAD,8.7 CGPA ,20 months
kumar007,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,ENG TEST,NA ,UNDERGRAD,65%,40 months
AbhinavSharma0794,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,319,TOEFL,114,UNDERGRAD,6.71 CGPA ,14 months
Nishigandha,Syracuse University Management Information System,Fall 2019 ,Admit,GRE,N.A. ,ENG TEST,NA ,UNDERGRAD,65.30%,18 months
amruthamandadi,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,306,TOEFL,97,UNDERGRAD,73%,42 months
viraj1331,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,317,IELTS,7,UNDERGRAD,63.70%,1 month
Aishwarya S,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,300,TOEFL,88,UNDERGRAD,8.18 CGPA ,24 months
priyankaguha36,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,N.A. ,TOEFL,90,UNDERGRAD,82%,48 months
hrgupta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,107,UNDERGRAD,7.39 CGPA ,14 months
ParthMehta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,314,TOEFL,106,UNDERGRAD,9.15 CGPA ,NA
AkRel,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,TOEFL,101,UNDERGRAD,65%,30 months
adi1993,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,303,TOEFL,94,UNDERGRAD,7.37 CGPA ,27 months
KrithikaCT,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,301,TOEFL,0,UNDERGRAD,80.12%,60 months
aditi15,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,0,UNDERGRAD,79.70%,36 months
DrashtiShah,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,95,UNDERGRAD,3.5 CGPA ,3 months
ArthiAbilasha,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,IELTS,0,UNDERGRAD,7.3 CGPA ,1 month
Kripesh,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,304,TOEFL,96,UNDERGRAD,7.87 CGPA ,12 months
rshetty,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,111,UNDERGRAD,7.6 CGPA ,NA
Hemangjalali,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,94,UNDERGRAD,79%,37 months
ishan147,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,312,TOEFL,104,UNDERGRAD,8.7 CGPA ,20 months
kumar007,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,ENG TEST,NA ,UNDERGRAD,65%,40 months
AbhinavSharma0794,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,319,TOEFL,114,UNDERGRAD,6.71 CGPA ,14 months
Nishigandha,Syracuse University Management Information System,Fall 2019 ,Admit,GRE,N.A. ,ENG TEST,NA ,UNDERGRAD,65.30%,18 months
amruthamandadi,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,306,TOEFL,97,UNDERGRAD,73%,42 months
viraj1331,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,317,IELTS,7,UNDERGRAD,63.70%,1 month
Aishwarya S,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,300,TOEFL,88,UNDERGRAD,8.18 CGPA ,24 months
priyankaguha36,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,N.A. ,TOEFL,90,UNDERGRAD,82%,48 months
SagarMulani,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,99,UNDERGRAD,65%,19 months
ParthMehta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,314,TOEFL,106,UNDERGRAD,9.15 CGPA ,NA
AkRel,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,TOEFL,101,UNDERGRAD,65%,30 months
adi1993,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,303,TOEFL,94,UNDERGRAD,7.37 CGPA ,27 months
KrithikaCT,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,301,TOEFL,0,UNDERGRAD,80.12%,60 months
aditi15,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,0,UNDERGRAD,79.70%,36 months
DrashtiShah,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,95,UNDERGRAD,3.5 CGPA ,3 months
ArthiAbilasha,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,IELTS,0,UNDERGRAD,7.3 CGPA ,1 month
Kripesh,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,304,TOEFL,96,UNDERGRAD,7.87 CGPA ,12 months
rshetty,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,111,UNDERGRAD,7.6 CGPA ,NA
Hemangjalali,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,94,UNDERGRAD,79%,37 months
ishan147,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,312,TOEFL,104,UNDERGRAD,8.7 CGPA ,20 months
kumar007,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,ENG TEST,NA ,UNDERGRAD,65%,40 months
AbhinavSharma0794,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,319,TOEFL,114,UNDERGRAD,6.71 CGPA ,14 months
Nishigandha,Syracuse University Management Information System,Fall 2019 ,Admit,GRE,N.A. ,ENG TEST,NA ,UNDERGRAD,65.30%,18 months
amruthamandadi,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,306,TOEFL,97,UNDERGRAD,73%,42 months
viraj1331,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,317,IELTS,7,UNDERGRAD,63.70%,1 month
Aishwarya S,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,300,TOEFL,88,UNDERGRAD,8.18 CGPA ,24 months
priyankaguha36,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,N.A. ,TOEFL,90,UNDERGRAD,82%,48 months
SagarMulani,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,99,UNDERGRAD,65%,19 months
hrgupta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,107,UNDERGRAD,7.39 CGPA ,14 months
AkRel,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,TOEFL,101,UNDERGRAD,65%,30 months
adi1993,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,303,TOEFL,94,UNDERGRAD,7.37 CGPA ,27 months
KrithikaCT,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,301,TOEFL,0,UNDERGRAD,80.12%,60 months
aditi15,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,0,UNDERGRAD,79.70%,36 months
DrashtiShah,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,95,UNDERGRAD,3.5 CGPA ,3 months
ArthiAbilasha,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,IELTS,0,UNDERGRAD,7.3 CGPA ,1 month
Kripesh,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,304,TOEFL,96,UNDERGRAD,7.87 CGPA ,12 months
rshetty,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,111,UNDERGRAD,7.6 CGPA ,NA
Hemangjalali,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,94,UNDERGRAD,79%,37 months
ishan147,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,312,TOEFL,104,UNDERGRAD,8.7 CGPA ,20 months
kumar007,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,ENG TEST,NA ,UNDERGRAD,65%,40 months
AbhinavSharma0794,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,319,TOEFL,114,UNDERGRAD,6.71 CGPA ,14 months
Nishigandha,Syracuse University Management Information System,Fall 2019 ,Admit,GRE,N.A. ,ENG TEST,NA ,UNDERGRAD,65.30%,18 months
amruthamandadi,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,306,TOEFL,97,UNDERGRAD,73%,42 months
viraj1331,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,317,IELTS,7,UNDERGRAD,63.70%,1 month
Aishwarya S,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,300,TOEFL,88,UNDERGRAD,8.18 CGPA ,24 months
priyankaguha36,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,N.A. ,TOEFL,90,UNDERGRAD,82%,48 months
SagarMulani,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,99,UNDERGRAD,65%,19 months
hrgupta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,107,UNDERGRAD,7.39 CGPA ,14 months
ParthMehta,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,314,TOEFL,106,UNDERGRAD,9.15 CGPA ,NA
adi1993,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,303,TOEFL,94,UNDERGRAD,7.37 CGPA ,27 months
KrithikaCT,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,301,TOEFL,0,UNDERGRAD,80.12%,60 months
aditi15,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,310,TOEFL,0,UNDERGRAD,79.70%,36 months
DrashtiShah,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,308,TOEFL,95,UNDERGRAD,3.5 CGPA ,3 months
ArthiAbilasha,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,302,IELTS,0,UNDERGRAD,7.3 CGPA ,1 month
Kripesh,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,304,TOEFL,96,UNDERGRAD,7.87 CGPA ,12 months
rshetty,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,111,UNDERGRAD,7.6 CGPA ,NA
Hemangjalali,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,TOEFL,94,UNDERGRAD,79%,37 months
ishan147,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,312,TOEFL,104,UNDERGRAD,8.7 CGPA ,20 months
kumar007,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,307,ENG TEST,NA ,UNDERGRAD,65%,40 months
AbhinavSharma0794,Syracuse University Management Information System,Fall 2018 ,Admit,GRE,319,TOEFL,114,UNDERGRAD,6.71 CGPA ,14 months
Niparash,Syracuse University,Management Information System,Fall 2018 ,Applied,304,TOEFL,98,7.81 CGPA ,28 months,
mischief-managed,Syracuse University,Management Information System,Fall 2015 ,Applied,311,TOEFL,111,59.80%,40 months,
saiyogesh,Syracuse University,Management Information System,Fall 2018 ,Applied,320,TOEFL,113,7.9 CGPA ,17 months,
SatwikKashyap,Syracuse University,Management Information System,Fall 2018 ,Applied,308,TOEFL,90,8.16 CGPA ,43 months,
Nidhiss,Syracuse University,Management Information System,Fall 2018 ,Applied,299,TOEFL,88,83%,30 months,
neetipopat,Syracuse University,Management Information System,Fall 2014 ,Applied,306,TOEFL,96,62%,15 months,
ChaitanyaMag,Syracuse University,Management Information System,Fall 2018 ,Applied,303,TOEFL,97,7 CGPA ,16 months,
AsadM,Syracuse University,Management Information System,Fall 2018 ,Applied,301,ENG TEST,NA ,65%,74 months,
Akhild17,Syracuse University,Management Information System,Fall 2018 ,Applied,300,TOEFL,88,60%,29 months,
Bhagyashri333,Syracuse University,Management Information System,Fall 2018 ,Applied,303,TOEFL,87,6.8 CGPA ,8 months,
Tanya13,Syracuse University,Management Information System,Fall 2018 ,Applied,315,TOEFL,112,8.24 CGPA ,1 month,
Kiah-kol,Syracuse University,Management Information System,Fall 2018 ,Applied,322,TOEFL,107,74.47%,28 months,
divsin12,Syracuse University,Management Information System,Fall 2018 ,Applied,296,TOEFL,91,72%,20 months,
chaitali922,Syracuse University,Management Information System,Fall 2018 ,Applied,308,TOEFL,101,7.79 CGPA ,16 months,
Mamta-h,Syracuse University,Management Information System,Fall 2018 ,Applied,302,TOEFL,90,7.75 CGPA ,6 months,
KAPIL TATHOD,Syracuse University,Management Information System,Fall 2018 ,Applied,306,IELTS,7,74.22%,8 months,
